ESNERR_StCode,Region,Date,AvgOfTime,AvgOfDD_LAT,AvgOfDD_LONG,Temp C,Sal (PSU),AvgOfpH,DO SAT %,DO mg/L,Turb (NTU),Chl (ug/L),Floating Algae % Cover,Ammonia as N mg/L,Umol Ammonia,Nitrate as N (mg/L),Umol Nitrate,Nitrite as N (mg/L),MLML Nitrate mg/L,MCCL Phosphate (mg/L),Umol Phosphate,total Nitrogen,Free Ammonia (mg/L),Lab Chl a (ug/L)
HLE,Upper Slough,2/2/2010,0.63,36.8563,-121.7549,12.78,1.44,8.47,187.77,19.71,18.13,8.73,0.00,0.81,57.86,5.69,406.68,0.00,,0.38,12.27,,0.05,
HLW,Upper Slough,2/2/2010,0.63,36.8565,-121.755,15.66,20.64,8.15,130.47,11.44,18.60,50.50,0.00,0.24,17.14,0.88,62.94,0.00,,0.03,0.97,,0.01,
JR,Lower Slough,2/2/2010,0.66,36.8171,-121.7871,14.82,27.30,8.34,95.77,8.20,342.63,25.03,0.00,0.05,3.49,,,0.00,0.42,0.06,1.91,0.47,0.00,3.56
KP,Upper Slough,2/2/2010,0.63,36.8398,-121.7437,14.14,26.23,8.03,107.03,9.35,5.57,7.00,0.00,0.08,6.04,,,0.00,0.53,0.05,1.52,0.62,0.00,1.50
MCS,Lower Slough,2/2/2010,0.70,36.7963,-121.7832,13.59,2.39,7.79,73.30,7.51,49.37,12.97,0.00,2.30,164.29,0.93,66.17,0.00,,12.00,387.42,,0.03,
MDW,Tembladero Slough,2/2/2010,0.72,36.7719,-121.7897,14.14,5.98,7.64,74.00,7.19,130.00,19.40,0.00,0.37,26.43,48.30,"3,450.29",0.00,,0.67,21.63,,0.00,
MLN,Lower Slough,2/2/2010,0.67,36.8,-121.7844,14.79,26.74,7.96,94.23,8.10,6.67,2.40,0.00,0.26,18.57,5.15,367.95,0.00,,0.21,6.78,,0.01,
MLS,Lower Slough,2/2/2010,0.68,36.7997,-121.7847,16.09,1.54,7.92,46.90,4.58,59.80,15.10,0.00,2.10,150.00,0.61,43.57,0.00,,11.50,371.28,,0.05,
NERRNM,Reserve,2/2/2010,0.66,36.83465,-121.73843,14.50,29.60,8.30,96.90,8.20,3.00,,,0.05,3.44,,,0.03,0.44,0.04,1.37,0.49,0.00,1.54
NERRVM,Lower Slough,2/2/2010,0.70,36.8112,-121.7792,14.06,32.14,8.30,99.80,8.42,13.60,,,0.03,2.11,,,0.02,0.33,0.04,1.41,0.36,0.00,0.41
PRN,Tembladero Slough,2/2/2010,0.69,36.7908,-121.7904,15.17,5.23,7.86,47.50,4.62,59.50,15.10,0.00,0.36,25.71,46.18,"3,298.60",0.00,,0.62,20.02,,0.01,
PRS,Tembladero Slough,2/2/2010,0.69,36.7904,-121.7907,15.25,3.82,7.90,96.70,9.48,18.30,6.10,0.00,0.26,18.57,49.14,"3,510.00",0.00,,0.65,20.99,,0.01,
RBR,Reserve,2/2/2010,0.68,36.8199,-121.7371,14.11,30.02,8.11,118.40,10.12,5.37,5.70,0.00,0.06,4.46,,,0.00,0.48,0.04,1.41,0.54,0.00,1.00
ROK,Freshwater Pond,2/2/2010,0.66,36.8239,-121.7343,10.45,0.58,6.38,31.33,3.49,18.93,87.13,0.00,0.02,1.28,,,0.00,21.71,0.02,0.69,21.72,0.00,0.42
RSM,Reserve,2/2/2010,0.65,36.824,-121.74,14.43,29.31,8.33,167.60,14.28,7.10,10.60,0.00,0.04,2.66,,,0.00,0.40,0.03,1.08,0.44,0.00,2.72
SKL,Lower Slough,2/2/2010,0.67,36.8106,-121.7864,14.18,14.94,8.09,114.83,10.75,472.03,7.20,0.00,0.09,6.20,,,0.00,0.45,0.05,1.63,0.53,0.00,0.78
SP,Lower Slough,2/2/2010,0.65,36.8247,-121.7774,15.56,7.74,9.25,94.50,8.98,175.90,71.47,20.00,0.08,5.71,0.00,0.29,0.00,,0.01,0.18,,0.03,
SRB,Salinas River,2/2/2010,0.72,36.7321,-121.7807,12.23,0.34,8.58,85.93,9.19,54.67,9.17,0.00,0.05,3.62,2.21,158.15,0.00,,0.13,4.20,,0.00,
STB,Reserve,2/2/2010,0.62,36.8296,-121.734,20.16,23.56,9.22,185.60,14.64,7.00,3.27,10.00,0.00,0.11,,,0.00,0.02,0.02,0.64,0.02,0.00,4.53
TS,Tembladero Slough,2/2/2010,0.73,36.7651,-121.7596,14.13,0.96,8.01,90.03,9.20,55.43,11.07,0.00,0.12,8.57,45.14,"3,224.12",0.00,,0.65,20.99,,0.00,
TS2,Tembladero Slough,2/2/2010,0.70,36.772296,-121.787341,13.73,0.04,7.89,35.10,3.64,515.10,17.00,0.00,0.23,16.43,,,,,0.43,13.88,,0.00,
APC,Upper Slough,3/9/2010,0.50,36.8439,-121.7513,17.05,12.27,8.16,119.63,10.73,12.30,1.77,2.00,0.00,0.35,,,0.00,0.00,0.34,11.08,0.01,0.00,6.30
APN,Upper Slough,3/9/2010,0.48,36.8471,-121.7545,13.37,19.03,8.27,123.80,11.49,7.33,1.10,1.00,0.16,11.39,,,0.00,0.34,0.19,6.09,0.50,0.01,0.45
APS,Upper Slough,3/9/2010,0.49,36.8423,-121.7469,15.07,4.24,8.62,120.50,11.82,24.37,2.23,0.00,0.85,60.85,,,0.00,0.88,0.64,20.78,1.73,0.09,4.61
BSE,Lower Slough,3/9/2010,0.43,36.8215,-121.7834,14.06,5.05,8.42,88.03,8.79,4.10,-0.97,0.00,0.09,6.64,,,0.00,0.06,0.27,8.72,0.15,0.01,1.00
CAT,Freshwater Pond,3/9/2010,0.43,36.8207,-121.7318,11.35,0.25,7.12,53.47,5.84,138.83,27.53,0.00,0.07,5.01,,,0.00,1.39,0.07,2.16,1.46,0.00,17.67
CC,Upper Slough,3/9/2010,0.41,36.8601,-121.7401,9.89,0.44,7.99,47.63,5.38,45.80,24.43,0.00,0.23,16.43,0.81,58.10,0.00,,0.29,9.36,,0.00,
HLE,Upper Slough,3/9/2010,0.40,36.8563,-121.7549,13.29,0.50,8.26,47.83,4.99,32.07,-0.33,0.00,0.18,12.86,,,,,0.42,13.54,,0.01,
HLW,Upper Slough,3/9/2010,0.40,36.8565,-121.755,12.97,12.88,7.05,79.10,7.71,11.53,-0.83,0.00,0.46,32.86,3.31,236.74,0.00,,0.21,6.78,,0.00,
JR,Lower Slough,3/9/2010,0.44,36.8171,-121.7871,13.64,7.53,8.08,85.93,8.52,7.53,-0.87,0.00,0.11,7.76,,,0.00,0.19,0.47,15.25,0.30,0.00,1.63
KP,Upper Slough,3/9/2010,0.49,36.8398,-121.7437,14.37,17.97,7.52,68.02,6.23,12.65,4.02,0.00,0.23,16.59,,,0.00,0.99,0.16,5.02,1.23,0.00,0.71
MCS,Lower Slough,3/9/2010,0.49,36.7963,-121.7832,12.40,0.67,8.35,90.67,9.65,226.73,5.43,0.00,1.10,78.57,0.34,24.21,0.00,,7.50,242.14,,0.05,
MDW,Tembladero Slough,3/9/2010,0.50,36.7719,-121.7897,13.80,2.68,7.78,86.33,8.79,45.07,-0.50,0.00,0.18,12.86,46.88,"3,348.62",0.00,,5.50,177.57,,0.00,
MLN,Lower Slough,3/9/2010,0.46,36.8,-121.7844,14.28,10.82,8.17,94.13,9.02,159.93,3.73,0.00,0.80,57.14,0.93,66.17,0.00,,0.77,24.86,,0.03,
MLS,Lower Slough,3/9/2010,0.46,36.7997,-121.7847,14.21,0.06,8.60,88.17,9.05,313.80,5.10,0.00,0.79,56.29,0.25,17.75,0.00,,6.00,193.71,,0.07,
NERRNM,Reserve,3/9/2010,0.46,36.83465,-121.73843,14.30,25.80,8.20,116.20,10.20,33.00,,,0.09,6.24,,,0.04,0.38,0.07,2.22,0.47,0.00,2.13
NERRVM,Lower Slough,3/9/2010,0.53,36.8112,-121.7792,12.77,29.68,8.24,82.40,7.45,9.00,,,0.15,10.42,,,0.03,1.20,0.10,3.38,1.34,0.01,1.15
PRN,Tembladero Slough,3/9/2010,0.47,36.7908,-121.7904,12.54,0.91,8.15,92.67,9.81,255.33,2.27,0.00,0.24,17.14,24.94,"1,781.15",0.00,,0.61,19.69,,0.01,
PRS,Tembladero Slough,3/9/2010,0.48,36.7904,-121.7907,12.35,0.44,7.99,108.43,11.56,350.90,4.43,0.00,0.20,14.29,25.24,"1,802.61",0.00,,0.64,20.66,,0.00,
RBR,Reserve,3/9/2010,0.41,36.8199,-121.7371,13.42,12.58,7.77,80.73,7.79,7.17,2.87,0.00,0.14,10.20,,,0.00,0.91,0.16,5.05,1.05,0.00,0.98
ROK,Freshwater Pond,3/9/2010,0.44,36.8239,-121.7343,10.14,0.16,6.52,39.00,4.38,82.70,5.20,0.00,0.10,7.00,,,0.00,4.52,0.07,2.23,4.62,0.00,0.98
RSM,Reserve,3/9/2010,0.45,36.824,-121.74,14.81,23.46,8.46,119.97,10.52,5.83,0.77,2.00,0.07,4.69,,,0.00,0.32,0.08,2.71,0.38,0.00,14.07
SKL,Lower Slough,3/9/2010,0.45,36.8106,-121.7864,12.31,24.32,7.87,91.17,8.38,156.53,-0.20,0.00,0.13,9.49,,,0.00,0.96,0.15,4.78,1.09,0.00,0.28
SP,Lower Slough,3/9/2010,0.42,36.8247,-121.7774,13.66,1.21,8.89,110.30,11.37,158.20,31.27,0.00,0.06,4.29,0.25,17.75,0.00,,0.43,13.88,,0.01,
SRB,Salinas River,3/9/2010,0.52,36.7321,-121.7807,12.19,0.28,8.72,98.17,10.52,110.97,1.07,0.00,0.05,3.57,2.82,201.72,0.00,,0.13,4.20,,0.01,
STB,Reserve,3/9/2010,0.39,36.8296,-121.734,11.97,9.03,8.49,34.03,3.47,67.17,6.87,10.00,1.52,108.56,,,0.00,0.00,0.42,13.65,1.52,0.10,1.39
TS,Tembladero Slough,3/9/2010,0.53,36.7651,-121.7596,13.44,0.00,8.28,99.27,10.35,241.77,0.53,0.00,0.14,10.00,33.71,"2,407.78",0.00,,0.62,20.02,,0.01,
TS2,Tembladero Slough,3/9/2010,0.50,36.772296,-121.787341,12.12,0.59,8.17,67.87,7.27,226.57,18.90,0.00,0.27,19.00,22.75,"1,625.09",0.00,,0.62,20.02,,0.01,
NERRNM,Reserve,4/5/2010,0.40,36.83465,-121.73843,12.21,29.07,8.19,79.40,7.10,1.10,,,0.03,2.26,,,0.00,0.09,0.04,1.45,0.12,0.00,1.24
APC,Upper Slough,4/6/2010,0.42,36.8439,-121.7513,14.53,15.99,8.15,79.60,7.35,3.77,0.00,20.00,0.04,2.63,,,0.00,0.01,0.23,7.39,0.04,0.00,0.02
APN,Upper Slough,4/6/2010,0.41,36.8471,-121.7545,14.80,24.26,7.96,120.07,10.48,9.00,0.00,0.00,0.03,2.26,,,0.00,0.01,0.17,5.59,0.04,0.00,1.75
APS,Upper Slough,4/6/2010,0.44,36.8423,-121.7469,16.29,2.13,7.70,54.77,5.30,85.13,0.00,0.00,0.04,2.90,,,0.00,2.00,0.62,20.17,2.04,0.00,3.73
BSE,Lower Slough,4/6/2010,0.40,36.8215,-121.7834,14.10,5.25,8.72,160.95,16.03,4.85,24.20,10.00,0.01,0.37,,,0.00,0.00,0.04,1.27,0.01,0.00,13.19
CAT,Freshwater Pond,4/6/2010,0.38,36.8207,-121.7318,14.22,0.58,7.12,45.60,4.66,30.00,0.00,12.00,0.35,25.00,,,0.00,0.06,0.17,5.61,0.41,0.00,0.57
CC,Upper Slough,4/6/2010,0.38,36.8601,-121.7401,11.28,0.10,7.91,48.50,5.31,113.90,17.90,0.00,0.10,7.14,0.68,48.41,0.00,,0.34,10.98,,0.00,
HLE,Upper Slough,4/6/2010,0.37,36.8563,-121.7549,12.20,0.75,8.41,46.95,5.02,164.90,6.55,0.00,0.18,12.86,1.00,71.57,0.00,,0.34,11.00,,0.01,
HLW,Upper Slough,4/6/2010,0.37,36.8565,-121.755,12.49,0.81,7.77,60.80,6.45,130.40,-1.50,0.00,0.19,13.57,0.99,71.01,0.00,,0.31,10.01,,0.00,
JR,Lower Slough,4/6/2010,0.41,36.8171,-121.7871,15.25,19.64,8.57,102.85,9.15,7.40,-1.70,10.00,0.11,7.58,,,0.00,1.61,0.25,7.99,1.71,0.01,2.88
KP,Upper Slough,4/6/2010,0.44,36.8398,-121.7437,15.00,28.03,7.52,88.10,7.48,10.03,0.00,0.00,0.03,2.37,,,0.00,0.24,0.09,2.85,0.28,0.00,4.83
MCS,Lower Slough,4/6/2010,0.45,36.7963,-121.7832,16.56,2.24,8.69,136.70,13.16,30.65,8.35,0.00,1.50,107.14,1.81,129.10,0.00,,0.76,24.54,,0.20,
MDW,Tembladero Slough,4/6/2010,0.47,36.7719,-121.7897,16.44,2.45,8.09,84.80,8.17,61.35,-1.80,0.00,0.92,65.71,20.02,"1,429.82",0.00,,0.67,21.63,,0.03,
MLN,Lower Slough,4/6/2010,0.43,36.8,-121.7844,14.51,7.40,8.18,88.60,8.63,57.80,13.05,0.00,0.30,21.43,7.54,538.52,0.00,,0.60,19.29,,0.01,
MLS,Lower Slough,4/6/2010,0.43,36.7997,-121.7847,15.01,5.49,8.83,137.15,13.38,25.20,29.80,0.00,0.35,24.93,0.95,67.78,0.00,,0.44,14.21,,0.05,
PRN,Tembladero Slough,4/6/2010,0.44,36.7908,-121.7904,13.91,1.09,8.64,79.05,8.11,616.20,-0.55,0.00,0.68,48.57,15.63,"1,116.75",0.00,,0.87,28.09,,0.07,
PRS,Tembladero Slough,4/6/2010,0.45,36.7904,-121.7907,14.11,1.04,8.32,77.80,7.95,354.75,19.15,0.00,0.63,45.00,16.61,"1,186.14",0.00,,0.93,30.03,,0.03,
RBR,Reserve,4/6/2010,0.36,36.8199,-121.7371,13.76,30.86,7.22,77.67,6.65,23.20,0.00,0.00,0.08,5.66,,,0.00,0.17,0.05,1.67,0.25,0.00,1.71
ROK,Freshwater Pond,4/6/2010,0.38,36.8239,-121.7343,10.19,0.20,6.50,34.13,3.83,39.73,0.00,40.00,0.03,2.37,,,0.00,0.02,0.10,3.28,0.05,0.00,0.24
RSM,Reserve,4/6/2010,0.39,36.824,-121.74,15.18,30.66,7.97,135.10,11.25,3.68,0.00,4.00,0.03,2.26,,,0.00,0.01,0.03,0.86,0.04,0.00,1.17
SKL,Lower Slough,4/6/2010,0.42,36.8106,-121.7864,13.99,9.06,8.16,84.40,8.23,56.40,11.00,0.00,0.23,16.53,,,0.00,9.09,0.52,16.64,9.32,0.01,4.04
SP,Lower Slough,4/6/2010,0.39,36.8247,-121.7774,13.43,4.24,7.40,54.65,5.56,4.30,7.20,20.00,4.00,285.71,0.29,20.98,0.00,,0.27,8.72,,0.02,
SRB,Salinas River,4/6/2010,0.48,36.7321,-121.7807,14.61,0.42,8.50,84.55,8.58,178.05,9.60,0.00,0.21,15.00,9.11,650.36,0.00,,0.36,11.62,,0.02,
STB,Reserve,4/6/2010,0.36,36.8296,-121.734,10.57,27.57,7.39,32.60,3.00,21.40,-1.70,10.00,0.30,21.21,,,0.00,0.17,0.32,10.23,0.47,0.00,2.34
TS,Tembladero Slough,4/6/2010,0.49,36.7651,-121.7596,13.89,0.33,8.37,86.60,8.93,572.35,25.55,0.00,0.29,20.71,12.97,926.32,0.00,,0.69,22.28,,0.02,
TS2,Tembladero Slough,4/6/2010,0.47,36.772296,-121.787341,14.09,0.01,8.90,82.75,8.51,514.00,35.80,0.00,0.23,16.43,12.43,887.59,0.00,,0.79,25.51,,0.04,
NERRNM,Reserve,5/3/2010,0.33,36.83465,-121.73843,15.43,32.00,8.48,48.20,4.02,2.80,,,0.02,1.08,,,0.00,0.03,0.10,3.08,0.04,0.00,0.80
NERRVM,Lower Slough,5/3/2010,0.40,36.8112,-121.7792,14.08,34.28,8.02,64.20,5.34,9.00,,,0.06,4.45,,,0.01,0.24,0.06,1.85,0.30,0.00,0.81
APC,Upper Slough,5/4/2010,0.36,36.8439,-121.7513,17.58,20.30,9.90,66.57,5.63,4.67,18.90,70.00,0.02,1.69,,,0.00,0.00,0.12,4.04,0.02,0.02,22.61
APN,Upper Slough,5/4/2010,0.38,36.8471,-121.7545,16.00,33.55,8.03,87.20,7.00,7.88,4.83,,0.07,5.28,,,0.00,0.00,0.27,8.73,0.08,0.00,2.89
APS,Upper Slough,5/4/2010,0.35,36.8423,-121.7469,17.94,4.74,10.09,129.35,11.88,96.40,35.15,10.00,0.01,0.71,,,0.00,0.02,0.12,3.74,0.03,0.01,5.44
BSE,Lower Slough,5/4/2010,0.33,36.8215,-121.7834,18.01,19.92,8.95,77.63,6.52,14.85,18.97,,0.01,0.77,,,0.00,0.00,0.06,1.95,0.01,0.00,2.81
CAT,Freshwater Pond,5/4/2010,0.30,36.8207,-121.7318,16.35,0.57,7.54,41.53,4.06,7.65,32.78,100.00,0.04,2.79,,,0.00,0.02,0.30,9.67,0.06,0.00,0.57
CC,Upper Slough,5/4/2010,0.31,36.8601,-121.7401,14.06,0.50,8.04,18.38,1.89,14.08,29.08,,0.27,19.29,0.02,1.29,0.00,,0.01,0.45,,0.01,1.71
HLE,Upper Slough,5/4/2010,0.30,36.8563,-121.7549,15.21,4.19,8.53,99.40,9.73,21.17,21.73,,0.37,26.43,6.53,466.39,0.00,,0.07,2.27,,0.03,6.50
HLW,Upper Slough,5/4/2010,0.30,36.8565,-121.755,18.11,30.14,7.87,41.83,3.30,5.13,11.00,,0.55,39.29,0.00,0.29,0.00,,0.07,2.26,,0.01,5.26
JR,Lower Slough,5/4/2010,0.35,36.8171,-121.7871,,,,,,,,,0.06,4.45,,,0.00,0.51,0.18,5.84,0.57,,0.86
KP,Upper Slough,5/4/2010,0.34,36.8398,-121.7437,17.88,31.36,8.04,65.20,5.13,6.50,15.13,0.00,0.01,0.90,,,0.00,0.03,0.08,2.43,0.05,0.00,6.01
MCS,Lower Slough,5/4/2010,0.41,36.7963,-121.7832,19.40,5.89,9.59,173.26,15.40,3.68,61.08,,0.07,5.00,0.00,0.29,0.00,,0.54,17.43,,0.04,64.03
MDW,Tembladero Slough,5/4/2010,0.40,36.7719,-121.7897,20.98,14.88,8.59,224.00,18.31,32.70,31.70,,0.12,8.57,38.11,"2,722.47",0.00,,0.24,7.75,,0.02,41.51
MLN,Lower Slough,5/4/2010,0.41,36.8,-121.7844,17.32,17.26,9.16,135.43,11.72,55.60,105.50,,0.06,4.29,0.00,0.29,0.00,,0.53,17.11,,0.02,67.30
MLS,Lower Slough,5/4/2010,0.42,36.7997,-121.7847,20.20,7.49,9.56,166.10,14.40,27.50,93.75,,0.06,4.29,0.00,0.29,0.00,,0.54,17.43,,0.04,72.65
PRN,Tembladero Slough,5/4/2010,0.43,36.7908,-121.7904,19.75,6.70,8.85,173.17,15.21,79.23,102.20,,0.08,5.71,31.75,"2,267.54",0.00,,0.22,7.11,,0.02,115.10
PRS,Tembladero Slough,5/4/2010,0.43,36.7904,-121.7907,20.81,4.32,8.90,226.93,19.81,83.63,16.33,,0.06,4.29,33.03,"2,359.37",0.00,,0.16,5.17,,0.02,90.91
RBR,Reserve,5/4/2010,0.29,36.8199,-121.7371,17.69,32.80,7.90,67.97,5.32,11.70,6.80,0.00,0.08,5.55,,,0.00,0.11,0.06,1.83,0.19,0.00,1.67
ROK,Freshwater Pond,5/4/2010,0.31,36.8239,-121.7343,14.31,0.11,7.00,33.07,3.38,9.50,73.93,100.00,0.02,1.69,,,0.00,0.01,0.08,2.51,0.03,0.00,0.35
RSM,Reserve,5/4/2010,0.32,36.824,-121.74,18.23,32.70,8.27,77.30,5.99,3.10,4.90,0.00,0.05,3.90,,,0.00,0.02,0.05,1.50,0.08,0.00,0.93
SKL,Lower Slough,5/4/2010,0.35,36.8106,-121.7864,14.61,31.14,8.15,71.88,6.03,2.95,3.00,,0.07,5.25,,,0.00,1.25,0.09,3.04,1.33,0.00,1.57
SP,Lower Slough,5/4/2010,0.32,36.8247,-121.7774,17.73,14.45,9.02,68.17,5.95,11.17,51.40,,0.11,7.86,5.63,401.83,0.00,,0.12,3.87,,0.03,7.68
SRB,Salinas River,5/4/2010,0.39,36.7321,-121.7807,18.33,0.40,8.51,92.40,8.67,11.23,2.57,,0.06,4.56,0.00,0.29,0.00,,0.01,0.18,,0.01,1.83
STB,Reserve,5/4/2010,0.28,36.8296,-121.734,16.51,0.27,8.06,20.57,2.00,17.00,23.53,,0.23,16.77,,,0.00,0.08,0.09,2.89,0.32,0.01,
TS,Tembladero Slough,5/4/2010,0.38,36.7651,-121.7596,16.98,1.16,8.67,91.50,8.79,40.23,1.53,,0.17,12.14,51.78,"3,698.82",0.00,,0.50,16.14,,0.02,10.36
TS2,Tembladero Slough,5/4/2010,0.40,36.772296,-121.787341,19.20,1.17,8.67,134.13,12.31,169.67,105.40,,0.06,4.29,41.37,"2,954.86",0.00,,0.29,9.36,,0.01,82.41
NERRNM,Reserve,6/7/2010,0.46,36.83465,-121.73843,22.17,38.00,8.26,54.40,3.81,3.80,,,0.06,4.24,,,0.00,0.04,0.13,4.13,0.10,0.00,3.58
NERRVM,Lower Slough,6/7/2010,0.52,36.8112,-121.7792,16.42,34.76,8.11,73.10,5.84,3.10,,,0.04,2.69,,,0.00,0.13,0.04,1.25,0.17,0.00,0.86
APC,Upper Slough,6/8/2010,0.50,36.8439,-121.7513,25.14,18.55,9.10,124.53,9.24,9.37,7.73,50.00,0.03,2.38,,,0.00,0.00,0.19,6.27,0.04,0.01,0.00
APN,Upper Slough,6/8/2010,0.50,36.8471,-121.7545,20.68,40.64,7.60,50.37,3.56,23.37,7.50,50.00,0.14,9.99,,,0.00,0.00,0.95,30.65,0.14,0.00,2.15
APS,Upper Slough,6/8/2010,0.48,36.8423,-121.7469,25.39,7.81,9.32,260.20,20.43,104.60,94.60,30.00,0.02,1.39,,,0.00,0.02,0.15,4.91,0.04,0.01,133.15
BSE,Lower Slough,6/8/2010,0.47,36.8215,-121.7834,22.57,14.28,8.68,110.33,8.79,14.93,1.87,20.00,0.00,0.17,,,0.00,0.00,0.06,1.79,0.00,0.00,13.55
CAT,Freshwater Pond,6/8/2010,0.44,36.8207,-121.7318,20.12,0.56,7.11,5.63,0.51,0.80,16.37,60.00,0.17,12.20,,,0.00,0.02,0.39,12.43,0.19,0.00,3.68
CC,Upper Slough,6/8/2010,0.45,36.8601,-121.7401,19.92,0.73,8.66,75.60,6.86,37.10,8.27,0.00,0.05,3.86,0.00,0.00,0.00,,0.80,25.83,,0.01,28.21
HLE,Upper Slough,6/8/2010,0.43,36.8563,-121.7549,20.88,16.62,8.52,79.70,6.46,9.60,0.77,0.00,0.22,15.71,7.05,503.50,0.00,,0.21,6.78,,0.03,5.27
HLW,Upper Slough,6/8/2010,0.44,36.8565,-121.755,21.98,28.22,8.40,119.60,8.88,10.53,4.93,40.00,0.13,9.29,0.97,69.39,0.00,,0.32,10.33,,0.01,19.47
JR,Lower Slough,6/8/2010,0.47,36.8171,-121.7871,20.15,15.49,8.55,121.17,10.02,10.93,-2.03,0.00,0.05,3.48,,,0.00,0.09,0.10,3.36,0.14,0.01,2.79
KP,Upper Slough,6/8/2010,0.47,36.8398,-121.7437,22.08,35.39,7.89,102.63,7.30,6.70,11.20,0.00,0.00,0.29,,,0.00,0.02,0.12,4.01,0.03,0.00,14.87
MCS,Lower Slough,6/8/2010,0.51,36.7963,-121.7832,24.80,31.44,8.27,112.47,7.80,141.20,10.10,0.00,0.35,25.00,0.00,0.00,0.00,,0.16,5.17,,0.03,
MDW,Tembladero Slough,6/8/2010,0.53,36.7719,-121.7897,21.74,12.09,8.40,100.50,8.23,0.60,-2.00,0.00,0.27,19.29,18.08,"1,291.36",0.00,,0.91,29.38,,0.03,10.02
MLN,Lower Slough,6/8/2010,0.49,36.8,-121.7844,19.45,29.03,8.32,107.17,8.30,7.87,-1.03,0.00,0.08,5.71,3.14,224.32,0.00,,0.10,3.23,,0.01,5.42
MLS,Lower Slough,6/8/2010,0.49,36.7997,-121.7847,24.22,15.07,8.45,196.33,15.10,14.70,0.80,0.00,0.22,15.71,0.25,17.75,0.00,,0.12,3.87,,0.03,7.53
PRN,Tembladero Slough,6/8/2010,0.50,36.7908,-121.7904,18.70,0.00,8.27,114.53,9.61,23.63,5.93,0.00,0.08,5.71,8.71,622.04,0.00,,0.18,5.94,,0.01,19.25
PRS,Tembladero Slough,6/8/2010,0.50,36.7904,-121.7907,23.86,5.28,8.79,191.33,15.67,29.03,27.70,0.00,0.02,1.36,31.36,"2,239.95",0.00,,0.43,13.88,,0.00,83.76
RBR,Reserve,6/8/2010,0.42,36.8199,-121.7371,20.15,34.27,7.84,78.80,5.84,5.80,3.70,1.00,0.04,3.08,,,0.00,0.05,0.09,3.00,0.10,0.00,3.19
ROK,Freshwater Pond,6/8/2010,0.44,36.8239,-121.7343,18.13,0.20,6.80,14.60,1.36,6.20,42.30,100.00,0.10,7.49,,,0.00,0.01,0.41,13.23,0.11,0.00,2.55
RSM,Reserve,6/8/2010,0.45,36.824,-121.74,22.78,34.62,8.41,174.40,12.22,0.70,2.30,10.00,0.00,0.14,,,0.00,0.00,0.06,1.91,0.00,0.00,3.81
SKL,Lower Slough,6/8/2010,0.48,36.8106,-121.7864,17.99,32.08,8.40,99.17,7.75,8.20,0.73,0.00,0.05,3.71,,,0.00,0.49,0.07,2.16,0.54,0.00,3.77
SP,Lower Slough,6/8/2010,0.46,36.8247,-121.7774,21.97,26.29,8.92,103.63,7.78,10.27,5.43,50.00,0.02,1.36,0.00,0.00,0.00,,0.06,1.94,,0.01,11.36
SRB,Salinas River,6/8/2010,0.54,36.7321,-121.7807,22.29,5.78,8.75,143.43,12.06,9.03,22.83,0.00,0.02,1.36,13.74,981.67,0.00,,0.11,3.55,,0.00,24.36
STB,Reserve,6/8/2010,0.42,36.8296,-121.734,22.57,0.00,8.24,33.27,2.87,23.67,0.07,10.00,0.08,5.81,,,0.00,0.07,0.04,1.17,0.15,0.01,11.18
TS,Tembladero Slough,6/8/2010,0.55,36.7651,-121.7596,21.56,1.22,8.96,116.73,10.22,66.67,3.50,0.00,0.22,15.71,50.38,"3,598.79",0.00,,0.64,20.66,,0.06,27.93
TS2,Tembladero Slough,6/8/2010,0.52,36.772296,-121.787341,21.97,2.87,8.98,135.03,11.62,83.53,4.70,0.00,0.05,3.57,36.26,"2,589.66",0.00,,0.49,15.82,,0.02,53.00
APC,Upper Slough,7/6/2010,0.43,36.8439,-121.7513,18.85,22.61,,141.53,11.51,48.23,-0.10,90.00,0.03,2.00,,,0.00,0.00,0.59,18.95,0.03,,259.13
APN,Upper Slough,7/6/2010,0.44,36.8471,-121.7545,16.38,37.88,,119.50,9.30,7.00,3.87,10.00,0.00,0.07,,,0.00,1.02,0.89,28.82,1.02,,0.37
APS,Upper Slough,7/6/2010,0.42,36.8423,-121.7469,18.66,0.00,,127.73,11.93,52.83,28.50,40.00,0.01,0.49,,,0.00,0.00,0.42,13.47,0.01,,21.28
BSE,Lower Slough,7/6/2010,0.40,36.8215,-121.7834,17.96,36.41,8.56,88.60,6.75,9.27,3.87,10.00,0.00,0.07,,,0.00,0.00,0.02,0.60,0.00,0.00,7.56
CAT,Freshwater Pond,7/6/2010,0.37,36.8207,-121.7318,17.97,0.69,,12.97,1.23,2.80,19.60,10.00,0.20,14.34,,,0.00,0.02,0.27,8.59,0.22,,
CC,Upper Slough,7/6/2010,0.38,36.8601,-121.7401,16.99,2.31,9.10,29.63,2.83,21.07,13.40,0.00,1.15,81.79,1.58,112.97,0.00,,0.24,7.75,,0.33,22.20
HLE,Upper Slough,7/6/2010,0.37,36.8563,-121.7549,17.53,23.45,8.61,113.20,9.42,16.10,3.40,0.00,0.21,14.64,1.58,112.97,0.00,,0.03,0.97,,0.02,31.45
HLW,Upper Slough,7/6/2010,0.37,36.8565,-121.755,17.83,35.41,8.25,56.03,4.30,7.00,5.90,10.00,0.20,14.29,0.00,0.00,0.00,,0.06,1.94,,0.01,29.65
